precinct,office,party_detailed,party_simplified,mode,votes,county_name,county_fips,jurisdiction_name,jurisdiction_fips,candidate,district,dataverse,year,stage,state,special,writein,state_po,state_fips,state_cen,state_ic,date,magnitude
32-02,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,97,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
32-03,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,273,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
32-03,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,153,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
32-04,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,159,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
32-04,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,64,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
32-05,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,321,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
32-05,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,282,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
32-06,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,48,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
32-06,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,84,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
32-07,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,153,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
32-07,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,122,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
32-08,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,78,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
32-08,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,18,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
32-09,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,146,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
32-09,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,98,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
32-10,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,332,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
32-10,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,262,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
32-11,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,247,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
32-11,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,254,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
32-12,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,380,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
32-12,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,150,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
33-01,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,114,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
33-01,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,144,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
33-02,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,241,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
33-02,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,320,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
33-03,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,325,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
33-03,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,471,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
33-04,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,198,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
33-04,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,371,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
33-05,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,313,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
33-05,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,406,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
33-06,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,19,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
33-06,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,73,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
33-07,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,120,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
33-07,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,241,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
33-08,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,389,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
33-08,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,359,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
33-09,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,175,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
33-09,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,371,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
33-10,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,92,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
33-10,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,170,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
33-11,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,78,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
33-11,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,231,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
33-12,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,170,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
33-12,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,252,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
34-01,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,438,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
34-01,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,466,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
34-02,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,118,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
34-02,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,183,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
34-03,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,477,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
34-03,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,381,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
34-04,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,113,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
34-04,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,251,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
34-05,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,276,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
34-05,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,334,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
34-06,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,262,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
34-06,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,376,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
34-07,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,163,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
34-07,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,213,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
34-08,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,315,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
34-08,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,394,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
34-09,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,407,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
34-09,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,393,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
34-10,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,221,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
34-10,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,313,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
34-11,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,457,KENT,10001,KENT,10001,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
34-11,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,449,KENT,10001,KENT,10001,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
35-01,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,214,SUSSEX,10005,SUSSEX,10005,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
35-01,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,583,SUSSEX,10005,SUSSEX,10005,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
35-02,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,115,SUSSEX,10005,SUSSEX,10005,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
35-02,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,390,SUSSEX,10005,SUSSEX,10005,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
35-03,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,249,SUSSEX,10005,SUSSEX,10005,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
35-03,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,377,SUSSEX,10005,SUSSEX,10005,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
35-04,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,173,SUSSEX,10005,SUSSEX,10005,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
35-04,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,147,SUSSEX,10005,SUSSEX,10005,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
35-05,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,202,SUSSEX,10005,SUSSEX,10005,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
35-05,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,306,SUSSEX,10005,SUSSEX,10005,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
35-06,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,80,SUSSEX,10005,SUSSEX,10005,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
35-06,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,244,SUSSEX,10005,SUSSEX,10005,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
35-07,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,68,SUSSEX,10005,SUSSEX,10005,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
35-07,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,167,SUSSEX,10005,SUSSEX,10005,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
35-08,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,125,SUSSEX,10005,SUSSEX,10005,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
35-08,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,520,SUSSEX,10005,SUSSEX,10005,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
35-09,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,316,SUSSEX,10005,SUSSEX,10005,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
35-09,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,475,SUSSEX,10005,SUSSEX,10005,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
35-10,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,15,SUSSEX,10005,SUSSEX,10005,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
35-10,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,42,SUSSEX,10005,SUSSEX,10005,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
35-11,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,4,SUSSEX,10005,SUSSEX,10005,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
35-11,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,47,SUSSEX,10005,SUSSEX,10005,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
35-12,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,29,SUSSEX,10005,SUSSEX,10005,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
35-12,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,30,SUSSEX,10005,SUSSEX,10005,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
35-13,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,56,SUSSEX,10005,SUSSEX,10005,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
35-13,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,187,SUSSEX,10005,SUSSEX,10005,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
36-01,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,345,SUSSEX,10005,SUSSEX,10005,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
36-01,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,391,SUSSEX,10005,SUSSEX,10005,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
36-02,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,284,SUSSEX,10005,SUSSEX,10005,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
36-02,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,536,SUSSEX,10005,SUSSEX,10005,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
36-03,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,345,SUSSEX,10005,SUSSEX,10005,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
36-03,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,441,SUSSEX,10005,SUSSEX,10005,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
36-04,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,288,SUSSEX,10005,SUSSEX,10005,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
36-04,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,520,SUSSEX,10005,SUSSEX,10005,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
36-05,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,105,SUSSEX,10005,SUSSEX,10005,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
36-05,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,202,SUSSEX,10005,SUSSEX,10005,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
36-06,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,254,SUSSEX,10005,SUSSEX,10005,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
36-06,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,346,SUSSEX,10005,SUSSEX,10005,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
36-07,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,54,SUSSEX,10005,SUSSEX,10005,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
36-07,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,82,SUSSEX,10005,SUSSEX,10005,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
36-08,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,88,SUSSEX,10005,SUSSEX,10005,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
36-08,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,176,SUSSEX,10005,SUSSEX,10005,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
36-09,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,12,SUSSEX,10005,SUSSEX,10005,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
36-09,LIEUTENANT GOVERNOR,REPUBLICAN,REPUBLICAN,IN-PERSON,52,SUSSEX,10005,SUSSEX,10005,RUTH BRIGGS KING,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
36-10,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,IN-PERSON,162,SUSSEX,10005,SUSSEX,10005,KYLE EVANS GAY,,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
